Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category
4,4,93,10130427,291004.25,584951.75,50.251580579081946,66.66666666666666,33.33333333333333,62006.62613981763,369497.0,21865870.0,WWW.CMHC.ORG,341,66157717.0,BRIDGTON HOSPITAL,60.0,46.15384615384615,12.5,,,hospital
5,5,106,10142660,0.0,215956.5,100.0,100.0,0.0,14601.511627906975,279229.0,2315508.0,www.portlandcountryclub.org,131,5585841.0,Portland Country Club,20.0,20.0,20.0,,,other
9,9,164,10202467,155545.0,167638.0,7.213758217110679,80.0,20.0,56794.53846153846,202795.0,5994400.0,HTTPS://MDIBL.ORG,96,21825438.0,MOUNT DESERT ISLAND BIOLOGICALLABORATORY,20.0,18.75,50.0,50.0,,other
11,11,190,10211485,215261.0,0.0,-1.0,0.0,100.0,12169.816666666668,215261.0,3136017.0,WWW.BANGORY.ORG,241,15937355.0,BANGOR YOUNG MEN'S CHRISTIANASSOCIATION,,35.0,50.0,,,other
12,12,201,10211501,519531.4285714286,606510.1818181818,14.340856238556515,61.11111111111112,38.88888888888889,90519.28291642429,1257312.0,477116274.0,https://northernlighthealth.org/Eastern-Maine,5175,1055640492.0,Eastern Maine Medical CenterNorthern Light Eastern Maine Medical Cen,,63.63636363636363,31.57894736842105,,,hospital
13,13,204,10211505,354212.0,187855.0,-88.55606717947353,50.0,50.0,38704.09134615384,354212.0,8592518.0,www.fryeburgacademy.org,210,18553432.0,Fryeburg Academy,0.0,47.05882352941176,40.0,,,college
14,14,206,10211508,0.0,188489.0,100.0,100.0,0.0,45208.74226804124,188489.0,4573737.0,www.gwh.org,98,7070394.0,Good Will Home Association,,20.0,40.0,,,other
15,15,207,10211509,0.0,249068.5,100.0,100.0,0.0,44039.0843373494,299693.0,7808625.0,GOULDACADEMY.ORG,168,14917371.0,GOULD ACADEMY,0.0,40.0,60.0,,,college
16,16,208,10211512,183990.0,0.0,-1.0,0.0,100.0,29211.13157894737,183990.0,3514059.0,www.parkdanforth.com,115,7432134.0,Home for the Aged,,57.14285714285714,71.42857142857143,,,other
19,19,228,10211551,499209.6666666667,610955.3333333334,18.290316913511408,75.0,25.0,65337.48693586698,817394.0,114827664.0,www.stmarysmaine.com,1696,248635435.0,St Mary's Regional Medical Center,40.0,37.5,14.285714285714285,0.0,,hospital
