Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category
41975,41975,1796880,940639250,210963.0,291010.8333333333,27.506822483699057,75.0,25.0,30520.25789473684,423935.0,7966840.0,WWW.LAGCC.COM,198,15701239.0,LOS ALTOS GOLF & COUNTRY CLUB,20.0,42.85714285714285,25.0,0.0,,other
41976,41976,1796912,940672430,154121.0,256188.0,39.84066388745765,80.0,20.0,49646.79775280899,382298.0,5597438.0,WWW.MEADOWCLUB.ORG,94,11765753.0,MEADOW CLUB,20.0,25.0,16.666666666666664,,,other
41977,41977,1796914,940674745,201655.0,230855.3333333333,12.648758385482395,60.0,40.0,45623.3125,280881.0,5475714.0,WWW.MENLOCIRCUSCLUB.COM,101,10723889.0,MENLO CIRCUS CLUB,60.0,40.0,20.0,0.0,,other
41978,41978,1796915,940674870,0.0,230784.2,100.0,100.0,0.0,13533.700680272108,336735.0,3143375.0,WWW.MENLOCC.COM,152,12597523.0,MENLO COUNTRY CLUB,,66.66666666666666,0.0,,,other
41979,41979,1796929,940699700,183156.5,227625.3333333333,19.53597724916383,60.0,40.0,30480.36842105263,247147.0,7419586.0,WWW.DIABLOCC.COM,214,17234644.0,DIABLO COUNTRY CLUB,33.33333333333333,0.0,14.285714285714285,0.0,,other
41981,41981,1796936,940705660,0.0,161044.0,100.0,100.0,0.0,33293.06796116505,161044.0,3590230.0,WWW.NAPAVALLEYCC.COM,104,8479450.0,NAPA VALLEY COUNTRY CLUB,25.0,40.0,20.0,,,other
41982,41982,1796938,940707299,339678.8,466855.8461538461,27.241181020133705,72.22222222222221,27.77777777777778,79618.7252195734,1195523.0,71223644.0,WWW.NFIB.COM,815,105848770.0,NATIONAL FEDERATION OF INDEPENDENTBUSINESS INC,40.0,20.0,16.666666666666664,,100.0,other
41985,41985,1796965,940732930,229682.0,335656.54545454547,31.57231607416889,91.66666666666666,8.333333333333332,45795.39138943249,679431.0,27323349.0,WWW.OLYCLUB.COM,523,52824082.0,THE OLYMPIC CLUB,0.0,0.0,20.0,20.0,,other
41986,41986,1796983,940735460,0.0,208635.0,100.0,100.0,0.0,22973.88073394496,310737.0,6051481.0,WWW.ORINDACC.ORG,223,14413689.0,ORINDA COUNTRY CLUB,25.0,33.33333333333333,16.666666666666664,,,other
41988,41988,1796990,940747020,235149.0,371166.0,36.645867347763534,60.0,40.0,31825.12169312169,720455.0,7598744.0,,194,11626150.0,PACIFIC UNION CLUB,80.0,0.0,0.0,,,other
