Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category
3508,3508,56461,131785692,0.0,203726.0,100.0,100.0,0.0,12094.08984375,254668.0,3503539.0,WWW.COVELEIGHCLUB.COM,258,7106830.0,COVELEIGH CLUB INC,50.0,60.0,0.0,0.0,,other
3513,3513,56486,131804349,174556.0,191006.5,8.612534128419714,33.33333333333333,66.66666666666666,81757.03409090909,211541.0,8274856.0,WWW.WORLDED.ORG,94,51800410.0,WORLD EDUCATION INC,80.0,42.10526315789473,42.85714285714285,50.0,,other
3514,3514,56495,131810448,175724.0,212245.25,17.207098863225443,57.14285714285714,42.85714285714285,23131.188854489163,263792.0,8847527.0,www.tkc.edu,330,19260923.0,The King's College,80.0,30.0,30.0,,,college
3516,3516,56508,131818723,312683.0,275904.8181818182,-13.330025209616098,73.33333333333333,26.666666666666668,94178.44650205762,625866.0,50056410.0,WWW.ADL.ORG,501,101058936.0,ANTI-DEFAMATION LEAGUE,40.0,38.88888888888889,20.0,33.33333333333333,0.0,other
3519,3519,56525,131828429,1436972.1538461538,888991.7647058824,-61.64065977839146,56.66666666666666,43.333333333333336,61341.3547008547,5263556.0,191364895.0,WWW.EMBLEMHEALTH.COM,2604,5607634442.0,HEALTH INSURANCE PLAN OF GREATER NEWYORK,80.0,0.0,42.85714285714285,,0.0,other
3523,3523,56551,131839684,215752.2,264047.5,18.29038335905471,28.57142857142857,71.42857142857143,36566.951807228914,283142.0,13118230.0,WWW.THEGUIDANCECENTER.ORG,339,23877073.0,GUIDANCE CENTER OF WESTCHESTER INC,66.66666666666666,25.0,45.45454545454545,,,other
3524,3524,56562,131844837,173651.0,233800.0,25.726689478186483,50.0,50.0,29293.735294117647,233800.0,8375347.0,www.theartstudentsleague.org,274,14274262.0,THE ART STUDENTS LEAGUE OF NEW YORK INC,0.0,40.0,28.57142857142857,,,other
3525,3525,56566,131844852,287288.3333333333,454294.0,36.76158317447879,45.45454545454545,54.54545454545454,23853.03521643433,1136995.0,36506887.0,WWW.PUBLICTHEATER.ORG,1374,70543996.0,NEW YORK SHAKESPEARE FESTIVAL,80.0,57.49999999999999,16.666666666666664,0.0,,other
3527,3527,56570,131845455,236965.875,178949.0,-32.42089925062448,11.11111111111111,88.88888888888889,96131.27906976744,400723.0,6208321.0,www.fosfeminista.org,52,35794628.0,International Planned Parenthood FederationWestern Hemisphere Region,80.0,42.85714285714285,85.71428571428571,,0.0,other
3528,3528,56576,131847137,475959.0,591963.75,19.59659691999721,61.53846153846154,38.46153846153847,59590.7125,1509099.0,63637663.0,WWW.ABOUTLINCOLNCENTER.ORG,973,182748154.0,LINCOLN CENTER FOR THE PERFORMING ARTSINC,20.0,40.909090909090914,47.05882352941176,,,other
3529,3529,56588,131854606,226539.625,255169.0,11.219770034761275,33.33333333333333,66.66666666666666,124575.95652173914,459687.0,25754969.0,WWW.GUIDINGEYES.ORG,196,41759201.0,GUIDING EYES FOR THE BLIND INC,40.0,58.333333333333336,50.0,80.0,,other
3530,3530,56589,131854667,735921.2,1281344.6666666667,42.56649134737102,37.5,62.5,92423.06730769233,3045125.0,17135639.0,www.icsc.com,112,15292706.0,International Council of Shopping CentersInc,80.0,25.97402597402597,12.5,,,other
3531,3531,56598,131857994,185205.25,188469.0,1.7317171524229449,33.33333333333333,66.66666666666666,43916.483606557376,237523.0,22549003.0,WWW.WGAFORCHILDREN.ORG,494,30322047.0,THE WILLIAM GEORGE AGENCY FOR CHILDREN'SSERVICES INC,60.0,20.0,33.33333333333333,,,other
3532,3532,56606,131860397,268320.25,185655.8571428572,-44.52560459406076,63.63636363636363,36.36363636363637,128702.65853658535,417111.0,7649681.0,WWW.RIMS.ORG,52,12268578.0,RISK AND INSURANCE MANAGEMENT SOCIETYINC,20.0,50.0,66.66666666666666,40.0,,other
3533,3533,56610,131861532,0.0,194820.5,100.0,100.0,0.0,25530.020408163266,224745.0,2891583.0,www.hbms.org,100,4053239.0,Hoff Barthelson Music School,,60.0,42.85714285714285,,,other
3534,3534,56616,131862482,171131.0,0.0,-1.0,0.0,100.0,59597.19298245614,171131.0,3568171.0,WWW.NEWCITYLIBRARY.ORG,58,6151626.0,NEW CITY FREE LIBRARY,50.0,60.0,33.33333333333333,,,other
3539,3539,56660,131882106,238709.5,266512.2,10.432055268014,55.55555555555556,44.44444444444444,27959.793536804307,478139.0,17861004.0,WWW.ABT.ORG,566,56242034.0,BALLET THEATRE FOUNDATION INC,60.0,55.81395348837209,63.63636363636363,,,other
3543,3543,56669,131887440,473533.28571428574,480518.9166666667,1.4537681473270363,46.15384615384615,53.84615384615385,60651.22288029925,1340405.0,206964816.0,WWW.NYPL.ORG,3234,424158856.0,THE NEW YORK PUBLIC LIBRARYASTOR LENOX AND TILDEN FOUNDATIONS,80.0,31.91489361702128,47.368421052631575,0.0,100.0,other
3547,3547,56684,131893908,184171.8333333333,328512.0,43.93756290992921,14.285714285714285,85.71428571428571,30525.99854651163,328512.0,22435430.0,WWW.GODDARD.ORG,695,30135604.0,GODDARD RIVERSIDE COMMUNITY CENTER,,51.28205128205128,57.14285714285714,,,other
3550,3550,56702,131913807,233767.25,236018.0,0.9536348922539808,42.85714285714285,57.14285714285714,40109.373819163295,380133.0,31364169.0,WWW.CFSNY.ORG,748,49190549.0,THE CENTER FOR FAMILY SUPPORT INC,60.0,42.85714285714285,25.0,100.0,,other
3551,3551,56705,131915124,237285.4285714285,167702.0,-41.49230693219435,12.5,87.5,79306.30158730158,520063.0,6824997.0,WWW.GIRLSINC.ORG,71,19133054.0,GIRLS INCORPORATED,100.0,95.0,80.0,75.0,,other
3554,3554,56710,131916359,194472.66666666663,303442.0,35.911091191507225,25.0,75.0,42386.51908396946,303442.0,28650030.0,WWW.ARCOFROCKLAND.ORG,659,39927488.0,NYSARC INC ROCKLAND COUNTY CHAPTER,80.0,72.72727272727273,30.0,,,other
3557,3557,56719,131919799,225551.0,229555.0,1.7442442987519329,28.57142857142857,71.42857142857143,48450.34242424242,323102.0,33564091.0,WWW.THEBRIDGENY.ORG,667,67431099.0,THE BRIDGE INC,60.0,33.33333333333333,50.0,,,other
3558,3558,56723,131921358,394005.4,344594.75,-14.338770396240808,44.44444444444444,55.55555555555556,109651.61111111112,680031.0,11243322.0,WWW.ACM.ORG,81,66038992.0,ASSOCIATION FOR COMPUTINGMACHINERY INC,60.0,33.33333333333333,71.42857142857143,,,other
