Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category
27948,27948,1005585,237037248,157097.0,0.0,-1.0,0.0,100.0,55899.01694915255,157097.0,3455139.0,WWW.CAASTLC.ORG,60,13247883.0,COMMUNITY ACTION AGENCY OFST LOUIS COUNTY INC,100.0,63.63636363636363,50.0,,,other
27951,27951,1005695,237039683,150496.0,245242.0,38.63367612399181,50.0,50.0,47805.14906832298,245242.0,8092367.0,WWW.AGAPEMEANSLOVE.ORG,163,12869640.0,AGAPE CHILD AND FAMILY SERVICES INC,33.33333333333333,46.66666666666666,55.55555555555556,,,other
27952,27952,1005715,237039993,293148.0,0.0,-1.0,0.0,100.0,11576.255102040815,293148.0,3696567.0,www.YMCACollier.org,295,7691850.0,YMCA of Collier County,,42.85714285714285,25.0,,,other
27954,27954,1005881,237042291,0.0,253468.0,100.0,100.0,0.0,19638.140845070426,253468.0,1647776.0,WWW.ASPENNATURE.ORG,72,6676243.0,ASPEN CENTER FOR ENVIRONMENTAL STUDIES,,38.88888888888889,75.0,,,college
27955,27955,1005895,237042596,162194.0,0.0,-1.0,0.0,100.0,23082.131147540986,162194.0,1570204.0,HTTPS://WILLIAMSONHERITAGE.ORG/,62,5101900.0,THE HERITAGE FOUNDATION OFWILLIAMSON COUNTY TN,,60.0,58.333333333333336,,,other
27957,27957,1005944,237043339,171147.0,0.0,-1.0,0.0,100.0,30052.222222222223,171147.0,1793967.0,www.havenhelps.com,55,3969415.0,HELPING HAND ASSOCIATION INC,,44.44444444444444,50.0,,,other
27961,27961,1006104,237046413,0.0,206066.0,100.0,100.0,0.0,5462.504424778761,241489.0,1852724.0,WWW.WESLEYLIVING.COM,229,2714110.0,WESLEY HOUSING CORPORATION OFMEMPHIS INC,,50.0,16.666666666666664,,,other
27967,27967,1006285,237049877,192576.8,0.0,-1.0,0.0,100.0,80093.26646706587,309304.0,27714035.0,www.ELARC.org,339,307055345.0,Eastern Los Angeles Regional Center,,50.0,66.66666666666666,,,other
27968,27968,1006297,237050061,0.0,172621.0,100.0,100.0,0.0,26042.519047619047,172621.0,5641550.0,WWW.YUGM.ORG,211,14954134.0,UNION GOSPEL MISSIONOF YAKIMA WASH,,25.0,50.0,,,other
27969,27969,1006299,237050082,278763.4,287073.0,2.894594754644281,37.5,62.5,51435.18120805369,509729.0,17582720.0,WWW.VALLEYCOMMUNITYHEALTHCARE.ORG,306,32356263.0,VALLEY COMMUNITY HEALTHCARE,60.0,,54.54545454545454,,,hospital
