Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
8485,9697,21626,675421,520886223,300690.5,414174.0,27.399957505782595,75.0,25.0,,0.0,769343.0,WWW.VOASENIORLIVING.ORG,198,2958822.0,VOA NATIONAL HOUSING CORPORATION,,30.0,41.66666666666667,50.0,
8486,9698,21629,675434,520886996,0.0,151891.0,100.0,100.0,0.0,33086.73311897106,151891.0,10441865.0,,312,29256281.0,SHORE UP INCP O BOX 430,,52.94117647058824,20.0,,
8487,9699,21630,675449,520888113,197299.8333333333,196702.75,-0.3035460019411742,40.0,60.0,103277.86554621848,251168.0,14260676.0,WWW.COMMUNITYCHANGE.ORG,129,16049111.0,CENTER FOR COMMUNITY CHANGE,60.0,71.42857142857143,75.0,100.0,
8488,9700,21632,675466,520889518,402455.0,319308.375,-26.039600433280214,88.88888888888889,11.11111111111111,99781.52988047808,526001.0,28002086.0,WWW.SPECIALOLYMPICS.ORG,260,148321104.0,SPECIAL OLYMPICS INC,20.0,30.55555555555556,14.285714285714285,0.0,
8489,9701,21635,675477,520891669,638607.5,641344.8571428572,0.4268151700867889,77.77777777777779,22.22222222222222,132447.70220588235,2666008.0,53325662.0,WWW.NRUCFC.COOP,299,1254440999.0,NATIONAL RURAL UTILITIES COOPERATIVEFINANCE CORPORATION,0.0,20.0,21.428571428571427,60.0,14.285714285714285
8490,9702,21636,675481,520892064,238800.5555555556,389050.6666666667,38.61967707148112,50.0,50.0,92178.67830882352,922346.0,55795862.0,WWW.USRA.EDU,562,111291044.0,UNIVERSITIES SPACE RESEARCH ASSOCIATION,20.0,13.333333333333334,25.0,44.44444444444444,100.0
8491,9703,21638,675494,520894477,194576.0,245916.0,20.877047447095755,50.0,50.0,63233.635294117645,245916.0,5815351.0,WWW.CHDS.ORG,87,9074041.0,CAPITOL HILL DAY SCHOOL,,66.66666666666666,42.85714285714285,,
8492,9704,21640,675496,520894780,182069.5,291080.0,37.45035729009207,66.66666666666666,33.33333333333333,74355.81818181818,448992.0,4800115.0,WWW.ADEXTESTING.ORG,50,27218315.0,NORTH EAST REGIONAL BOARD OF DENTALEXAMINERS INC,50.0,57.14285714285714,28.57142857142857,40.0,
8493,9705,21643,675512,520895843,249653.7142857143,448429.0,44.32703632331667,30.0,70.0,78162.59223300971,965351.0,11143610.0,WWW.SFN.ORG,113,23945252.0,SOCIETY FOR NEUROSCIENCE,60.0,75.0,30.0,100.0,
8494,9706,21646,675545,520899001,168087.0,0.0,-1.0,0.0,100.0,36179.46,168087.0,1977060.0,WWW.WCCOAGING.ORG,51,3166013.0,WASHINGTON COUNTY COMMISSION ONAGING INC/AREA AGENCY ON AGING,,42.85714285714285,20.0,,
