Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category
1754,1754,29272,50309695,234244.0,227372.25,-3.0222465582321503,80.0,20.0,44920.69393139842,343740.0,18168676.0,WWW.TRICOUNTYRI.ORG,384,38503647.0,TRI-COUNTY COMMUNITY ACTION AGENCY,0.0,45.45454545454545,40.0,,,other
1755,1755,29277,50310024,182501.5,213219.3333333333,14.406682946199378,42.85714285714285,57.14285714285714,37430.66666666666,229828.0,29218080.0,WWW.EBCAP.ORG,751,45084504.0,EAST BAY COMMUNITY ACTION PROGRAM,60.0,68.42105263157895,42.85714285714285,,,other
1756,1756,29278,50310093,268738.0,172566.5,-55.7301098417132,66.66666666666666,33.33333333333333,38141.68421052631,268738.0,20905247.0,WWW.TRUDEAUCENTER.ORG,535,29788172.0,J ARTHUR TRUDEAU MEMORIAL CENTER,66.66666666666666,50.0,16.666666666666664,,,hospital
1757,1757,29290,50311985,0.0,152384.0,100.0,100.0,0.0,34338.15966386555,152384.0,4238625.0,WWW. WESTBAYCAP.ORG,120,14825814.0,WESTBAY COMMUNITY ACTION INC,,60.0,42.85714285714285,,,other
1758,1758,29292,50312278,226955.0,230368.5,1.481756403327712,80.0,20.0,32369.40257879656,292917.0,23742272.0,WWW.COMMUNITYCARERI.ORG,703,32893218.0,COMMUNITY CARE ALLIANCE,40.0,86.66666666666667,54.54545454545454,,,other
1759,1759,29297,50312991,0.0,213172.0,100.0,100.0,0.0,,213172.0,0.0,BVCAP.ORG,61,10473503.0,BLACKSTONE VALLEY COMMUNITY ACTIONPROGRAM INC,100.0,43.75,0.0,,,other
1761,1761,29313,50316969,320488.0,497824.6,35.62230552688637,76.92307692307693,23.07692307692308,47577.36497326203,286649.0,37464298.0,WWW.THEPROVIDENCECENTER.ORG,761,49786045.0,THE PROVIDENCE CENTER INC,20.0,42.85714285714285,44.44444444444444,0.0,0.0,hospital
1762,1762,29315,50317816,0.0,224552.0,100.0,100.0,0.0,43027.12727272727,224552.0,2591044.0,WWW.NEWPORTRESTORATION.ORG,56,7225727.0,NEWPORT RESTORATION FOUNDATION,50.0,40.0,50.0,,,other
1767,1767,29340,50342330,165624.0,178190.0,7.052023121387284,66.66666666666666,33.33333333333333,30267.30065359477,182506.0,5152901.0,MountStRita.org,156,8504778.0,Mount St Rita Health Centre,33.33333333333333,66.66666666666666,40.0,,,hospital
1768,1768,29347,50343255,0.0,178952.0,100.0,100.0,0.0,9948.0,178952.0,716144.0,,55,937623.0,INTERNATIONAL BROTHERHOOD OFELECTRICAL WORKERS LOCAL 2323,0.0,,16.666666666666664,,,other
1772,1772,29390,50355097,266933.75,326905.6666666667,18.34532795903406,42.85714285714285,57.14285714285714,68981.02879291252,354921.0,64338321.0,WWW.THUNDERMISTHEALTH.ORG,910,103038773.0,THUNDERMIST HEALTH CENTER,60.0,53.84615384615385,100.0,0.0,,hospital
1774,1774,29428,50368134,342927.4285714286,320397.5,-7.031867780313074,46.15384615384615,53.84615384615385,72749.92339261287,542962.0,57503071.0,WWW.PROVIDENCECHC.ORG,744,88659107.0,THE PROVIDENCE COMMUNITY HEALTHCENTERS INC,40.0,63.63636363636363,50.0,50.0,,hospital
1775,1775,29434,50369037,0.0,223207.0,100.0,100.0,0.0,27609.33035714286,223207.0,3315452.0,WWW.SMCDS.ORG,113,6352077.0,ST MICHAEL'S COUNTRY DAY SCHOOL,,45.45454545454545,57.14285714285714,,,college
1776,1776,29435,50369168,223311.0,0.0,-1.0,0.0,100.0,35703.19024390244,223311.0,7542465.0,WWW.HARMONYHILLSCHOOL.ORG,206,10621729.0,HARMONY HILL SCHOOL INCORPORATED,0.0,50.0,40.0,,,college
1777,1777,29438,50369378,0.0,176645.0,100.0,100.0,0.0,36626.06976744186,176645.0,12776013.0,WWW.GRODENCENTER.ORG,345,16658478.0,THE GRODEN CENTER INC,0.0,25.0,40.0,,,other
1778,1778,29448,50370419,151620.0,0.0,-1.0,0.0,100.0,44466.58181818182,151620.0,2597282.0,WWW.SOJOURNERRI.ORG,56,6111083.0,SOJOURNER HOUSE INC,,65.0,80.0,,,other
1779,1779,29452,50370733,192378.0,0.0,-1.0,0.0,100.0,61647.50943396227,234283.0,6919392.0,WWW.CHILDINCRI.ORG,108,9227662.0,CHILD INC,75.0,80.0,75.0,,,other
1780,1780,29462,50370944,168358.0,0.0,-1.0,0.0,100.0,20558.36923076923,168358.0,1504652.0,WWW.CHILDRENMUSEUM.ORG,66,2246076.0,PROVIDENCE CHILDREN'S MUSEUM,,75.0,60.0,,,other
1782,1782,29486,50373414,309762.0,378385.2,18.135804465925204,71.42857142857143,28.57142857142857,34444.72672672672,395945.0,23857747.0,WWW.FHR.NET,673,38715622.0,Fellowship Health Resources Inc,66.66666666666666,0.0,33.33333333333333,50.0,,other
1784,1784,29503,50374759,156409.5,192491.0,18.74451273046532,66.66666666666666,33.33333333333333,42364.45248868778,237583.0,10445327.0,HTTPS://WWW.NEWPORTMENTALHEALTH.ORG/,227,18192175.0,NEWPORT COUNTY COMMUNITY MENTAL HEALTHCENTER INC,0.0,87.5,55.55555555555556,,,hospital
1786,1786,29511,50376075,185350.0,0.0,-1.0,0.0,100.0,30468.543154761905,185350.0,20660211.0,WWW.LOOKINGUPWARDS.ORG,673,32505264.0,LOOKING UPWARDS INC,0.0,66.66666666666666,50.0,,,other
1787,1787,29520,50377244,133515.5,229100.0,41.721737232649495,33.33333333333333,66.66666666666666,15892.45971563981,302762.0,7698880.0,WWW.PPACRI.ORG,428,33498809.0,PROVIDENCE PERFORMING ARTS CENTER,100.0,27.27272727272727,28.57142857142857,0.0,,other
1789,1789,29530,50378071,216609.6,197470.0,-9.692408973514969,37.5,62.5,56681.04,294179.0,7343562.0,WWW.WOODRIVERHEALTHSERVICES.ORG,108,12677502.0,WOOD RIVER HEALTH SERVICES INC,80.0,30.0,50.0,,0.0,hospital
1790,1790,29584,50382511,163001.0,0.0,-1.0,0.0,100.0,35005.887931034486,163001.0,4223684.0,WWW.JOHNCLARKESENIORLIVING.ORG,117,8516210.0,JOHN CLARKE RETIREMENT CENTER,,66.66666666666666,0.0,0.0,,other
1792,1792,29628,50385696,191984.0,0.0,-1.0,0.0,100.0,37200.40322580645,191984.0,2498409.0,WWW.DAYONERI.ORG,63,4800157.0,DAY ONE,,45.45454545454545,66.66666666666666,,,other
1793,1793,29644,50387218,219491.0,0.0,-1.0,0.0,100.0,38261.104,280837.0,5221620.0,WWW.AMOSHOUSE.COM,127,14266123.0,AMOS HOUSE,100.0,27.27272727272727,71.42857142857143,,,other
1795,1795,29668,50389801,510694.8333333333,870640.5,41.34262840594559,70.0,30.0,143255.04951140066,1683000.0,235149637.0,www.lifespan.org,1555,281440113.0,Lifespan Physician Group Inc,,42.85714285714285,20.0,,,hospital
