Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category
13263,13263,386123,264549213,168444.0,385795.25,56.338498205978425,88.88888888888889,11.11111111111111,54430.4,219818.0,5779747.0,WWW.DYNAMICCATHOLIC.COM,89,24743201.0,THE DYNAMIC CATHOLIC INSTITUTE,40.0,40.0,0.0,,,other
13264,13264,386204,264568349,188370.0,217902.3333333333,13.553013811998346,37.5,62.5,68916.94736842105,311292.0,8142667.0,WWW.AMERICAVOTES.ORG,103,61068005.0,AMERICA VOTES,40.0,55.00000000000001,40.0,33.33333333333333,,other
13269,13269,386707,264703759,360952.5,0.0,-1.0,0.0,100.0,,0.0,4012168.0,PROCHOICE.ORG,73,27375437.0,NAF HOTLINE FUND,100.0,100.0,100.0,,,other
13278,13278,386934,264762805,665987.5,698225.3333333334,4.6171102356641365,60.0,40.0,87060.09585492229,875667.0,37031848.0,WWW.UNCHEALTHSOUTHEASTERN.ORG,391,29597764.0,SOUTHEASTERN REGIONAL PHYSICIANSERVICES,40.0,,50.0,,,hospital
13283,13283,387115,264812778,0.0,180199.0,100.0,100.0,0.0,27160.0,180199.0,3683839.0,WWW.GRANDFATHERMOUNTAIN.ORG,130,8848906.0,GRANDFATHER MOUNTAIN STEWARDSHIPFOUNDATION INC,,25.0,50.0,,,other
13290,13290,387638,270050827,156228.0,0.0,-1.0,0.0,100.0,49270.5421686747,156228.0,4245683.0,WWW.MONTESSORICHARTERSCHOOL.COM,84,5600489.0,EAST COOPER MONTESSORI CHARTER SCHOOL,,75.0,60.0,,,college
13291,13291,387649,270052697,192256.0,197355.0,2.5836690228268853,83.33333333333334,16.666666666666664,53868.868571428575,251406.0,10606083.0,WWW.UNITEDFAMILYMEDICINE.ORG,181,14233034.0,UNITED FAMILY PRACTICE HEALTH CENTER,20.0,71.42857142857143,33.33333333333333,,,hospital
13297,13297,388126,270163752,268330.0,2919507.5,90.80906625518172,66.66666666666666,33.33333333333333,,0.0,5024492.0,WWW.STCLARECOMMONS.ORG,330,9407679.0,ST CLARE COMMONS,,0.0,57.14285714285714,,,other
13298,13298,388135,270165743,190008.0,167505.0,-13.434225844004658,66.66666666666666,33.33333333333333,13821.952830188678,190008.0,1990145.0,MANANUTRITION.ORG,109,74041127.0,MANA NUTRITIVE AID PRODUCTS INCORPORATED,0.0,50.0,20.0,,,other
13301,13301,388487,270263214,1575005.5,1039492.4444444444,-51.5167819080936,81.81818181818183,18.181818181818183,246885.9088277858,1278708.0,176753391.0,WWW.LUMINISHEALTH.ORG,702,225688914.0,PHYSICIAN ENTERPRISE LLC,0.0,0.0,0.0,,50.0,hospital
13303,13303,388557,270280268,76565.0,264317.0,71.0328885391405,66.66666666666666,33.33333333333333,31756.638461538463,76565.0,4204928.0,WWW.GARDENSPOTVILLAGE.ORG,133,6681557.0,GARDEN SPOT VILLAGE OF AKROND/B/A MAPLE FARMS NURSING CENTER,100.0,100.0,25.0,,,other
13307,13307,388843,270359097,389379.0,204785.2,-90.14020544453408,83.33333333333334,16.666666666666664,63132.11363636364,389379.0,4191118.0,WORLDJUSTICEPROJECT.ORG,50,12474827.0,WORLD JUSTICE PROJECT,0.0,50.0,40.0,0.0,0.0,other
13318,13318,389479,270532810,254918.0,0.0,-1.0,0.0,100.0,,0.0,4516054.0,WWW.ADELPHOI.ORG,83,8784432.0,ADELPHOI EDUCATION INC,0.0,50.0,40.0,,,other
13321,13321,389615,270566795,212365.3333333333,288717.0,26.44515794590088,57.14285714285714,42.85714285714285,135126.4693877551,394553.0,8413161.0,https://verra.org/,56,40505459.0,Verra,60.0,36.36363636363637,25.0,66.66666666666666,,other
13324,13324,389631,270570462,194533.0,0.0,-1.0,0.0,100.0,14734.651515151516,194533.0,1167020.0,NEWVOICESRJ.ORG,67,2115980.0,NEW VOICES PITTSBURGH INCNEW VOICES FOR REPRODUCTIVE JUSTICE,,100.0,100.0,,,other
13325,13325,389673,270581401,505554.0,820848.1428571428,38.41077617105791,73.68421052631578,26.31578947368421,66961.58705161855,2247706.0,87230998.0,WWW.UHHG.ORG,1162,77508115.0,UNION ASSOCIATED PHYSICIANS CLINIC LLC,20.0,40.0,36.36363636363637,40.0,,hospital
13329,13329,389878,270634528,172329.66666666666,168121.66666666666,-2.502949253021126,50.0,50.0,32297.771223021584,178960.0,23468305.0,WWW.CORNERSTONESCHOOLS.ORG,701,27789586.0,THREE PILLARS AN EDUCATIONAL SERVICEPROVIDER,40.0,0.0,25.0,60.0,,other
13330,13330,390043,270681058,200760.0,0.0,-1.0,0.0,100.0,44926.975,246117.0,5792757.0,WWW.QUESTPEORIA.ORG,122,7458316.0,PEORIA CHARTER SCHOOL INITIATIVE CO NFP,50.0,57.14285714285714,60.0,,,other
13331,13331,390132,270705237,201395.0,666405.5,69.7789108883405,66.66666666666666,33.33333333333333,,0.0,6241481.0,WWW.BENEDICTINELIVING.ORG,220,11490805.0,BENEDICTINE LIVING COMMUNITY - OWATONNA,50.0,75.0,50.0,,,other
13332,13332,390181,270717860,285769.4285714286,454478.4285714286,37.12145382351952,50.0,50.0,72399.5,1439969.0,25163997.0,www.TCSEdSystem.edu,290,63686418.0,TCS Education System,60.0,56.25,50.0,50.0,,college
13335,13335,390276,270741982,188147.0,0.0,-1.0,0.0,100.0,28512.236363636363,188147.0,1756320.0,www.clcinstitute.org,56,2239710.0,Community Learning Center Institute,,100.0,80.0,,,other
13338,13338,390668,270840848,0.0,275566.0,100.0,100.0,0.0,22687.80459770115,275566.0,2249405.0,WWW.KLEINLIFE.ORG,88,4465799.0,RAYMOND AND MIRIAM KLEIN JCC(D/B/A KLEINLIFE),100.0,50.0,0.0,,,other
13341,13341,390924,270907277,162440.0,209578.0,22.49186460410921,75.0,25.0,,0.0,7353262.0,WWW.EHOMESMN.ORG,100,13056314.0,EPISCOPAL HOME CARE & SERVICES,0.0,38.88888888888889,37.5,,,hospital
13346,13346,391131,270953369,161890.0,199073.3333333333,18.678209035196414,75.0,25.0,10820.151747655584,161890.0,25545966.0,WWW.GOODWILLVALLEYS.COM,2350,106358357.0,GOODWILL INDUSTRIES OF THE VALLEY WORKS,100.0,58.333333333333336,53.84615384615385,,,other
13349,13349,391418,271031517,159915.5,0.0,-1.0,0.0,100.0,41973.2,167700.0,3467821.0,WWW.SHININGSTARYOUTH.COM,77,5771059.0,SHINING STAR YOUTH & COMMUNITY SERVICES,,60.0,100.0,,,other
13354,13354,391670,271088745,151514.0,0.0,-1.0,0.0,100.0,56382.60264900662,151514.0,8665287.0,WWW.PARNASSUSPREP.COM,152,16239729.0,PARNASSUS PREPARATORY SCHOOL,,33.33333333333333,33.33333333333333,,,college
13355,13355,391679,271092132,0.0,213756.0,100.0,100.0,0.0,46412.522935779816,243585.0,5700233.0,FAIRFIELDCHC.ORG,112,9128878.0,FAIRFIELD COMMUNITY HEALTH CENTER,50.0,75.0,50.0,100.0,,hospital
13366,13366,392539,271291124,214848.0,551781.0,61.06281296383892,40.0,60.0,79660.08737864078,292965.0,9064565.0,WWW.ESSENTIAHEALTH.ORG,108,10512280.0,ESSENTIA INSTITUTE OF RURAL HEALTH,60.0,0.0,33.33333333333333,,,hospital
13370,13370,392977,271387647,246609.0,0.0,-1.0,0.0,100.0,13185.883977900552,246609.0,2633254.0,,182,6526042.0,GOODWILL'S GREEN WORKS INC,,16.666666666666664,0.0,,,other
13378,13378,393464,271494284,518487.0,243865.2,-112.61213162025577,83.33333333333334,16.666666666666664,84024.83928571429,354318.0,15335499.0,,174,23163910.0,INTERNATIONAL MASONRY TRAINING ANDEDUCATION FOUNDATION,0.0,0.0,100.0,,,other
13379,13379,393470,271494977,695559.0,587113.0,-18.47106093716201,50.0,50.0,90253.6953125,346702.0,12833329.0,HTTPS://CHORUSHEALTHPLANS.ORG,138,426722132.0,CHORUS COMMUNITY HEALTH PLANS INC,40.0,14.285714285714285,20.0,,,hospital
13381,13381,393514,271503981,358927.0,325212.125,-10.367041204260143,72.72727272727273,27.27272727272727,42990.83650689429,476970.0,69153522.0,WWW.HERZING.EDU,1534,172534723.0,HERZING UNIVERSITY LTD,20.0,44.44444444444444,60.0,0.0,,college
13382,13382,393630,271529097,299579.25,405080.0,26.044423323787896,20.0,80.0,51656.13846153846,168839.0,3526488.0,WWW.VOASENIORLIVING.ORG,70,17503599.0,VOANS SENIOR COMMUNITY CARE OFNORTH CAROLINA INC,100.0,0.0,66.66666666666666,,,other
13385,13385,393692,271543517,163193.0,203076.25,19.63954425985313,88.88888888888889,11.11111111111111,41794.47727272727,303164.0,3626760.0,WWW.TEAMSTERSLOCAL700.COM,53,8004357.0,TEAMSTERS LOCAL UNION NO 700,20.0,,12.5,,,other
13387,13387,393768,271560334,199106.0,0.0,-1.0,0.0,100.0,39859.03157894737,199106.0,3985714.0,WWW.PACETRIAD.ORG,96,21146337.0,PACE OF GUILFORD ANDROCKINGHAM COUNTIES INC,100.0,20.0,60.0,,,other
13389,13389,393851,271585738,337113.5,332949.75,-1.250564086622681,85.71428571428571,14.285714285714285,126422.8,352097.0,7273946.0,WWW.VT-ARC.ORG,54,18502701.0,VIRGINIA TECH APPLIED RESEARCHCORPORATION,20.0,27.27272727272727,50.0,50.0,,college
